SeriesName,SeriesCode,CountryName,CountryCode,Year
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1980
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1981
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1981
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1981
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1981
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1981
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1982
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1982
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1982
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1982
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1982
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1983
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1983
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1983
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1983
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1983
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1984
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1984
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1984
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1984
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1984
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1985
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1985
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1985
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1985
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1985
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1986
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1986
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1986
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1986
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1986
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1987
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1987
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1987
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1987
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1987
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1988
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1988
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1988
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1988
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1988
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1989
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1989
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1989
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1989
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1989
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1990
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1990
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1990
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1990
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1990
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1991
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1991
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1991
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1991
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1991
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1992
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1992
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1992
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1992
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1992
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1993
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1993
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1993
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1993
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1993
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1994
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1994
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1994
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1994
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1994
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1995
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1995
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1995
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1995
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1995
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1996
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1996
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1996
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1996
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1996
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1997
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1997
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1997
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1997
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1997
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1998
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1998
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1998
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1998
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1998
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,1999
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,1999
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,1999
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,1999
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,1999
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2000
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2000
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2000
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2000
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2000
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2001
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2001
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2001
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2001
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2001
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2002
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2002
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2002
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2002
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2002
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2003
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2003
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2003
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2003
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2003
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2004
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2004
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2004
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2004
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2004
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2005
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2005
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2005
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2005
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2005
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2006
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2006
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2006
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2006
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2006
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2007
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2007
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2007
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2007
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2007
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2008
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2008
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2008
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2008
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2008
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2009
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2009
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2009
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2009
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2009
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2010
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2010
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2010
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2010
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2010
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2011
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2011
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2011
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2011
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2011
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2012
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2012
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2012
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2012
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2012
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2013
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2013
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2013
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2013
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2013
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2014
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2014
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2014
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2014
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2014
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2015
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2015
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2015
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2015
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2015
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2016
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2016
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2016
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2016
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2016
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2017
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2017
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2017
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2017
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2017
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2018
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2018
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2018
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2018
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2018
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Brazil,BRA,2019
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,China,CHN,2019
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,India,IND,2019
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Russian Federation,RUS,2019
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,South Africa,ZAF,2019
